date,ticker,batch,shortname,redcode,sector,region,country,avrating,impliedrating,tier,currency,docclause,primarycurve,primarypricetype,runningcoupon,primarycoupon,tenor,parspread,convspreard,upfront,cdsrealrecovery,cdsassumedrecovery,carriedforward,compositedepth5y,primarydepthcontributed,primarydepthpassed,primarydepthpassed1wma,primarydepthpassed1mma,primarydepthpassed2mma,compositepricerating,compositecurverating,hasclearsubmissions,hasquotes,hasbankcontributions,clearingsubmissionsdepthcontr,quotesdepthcontr,bankcontributionsdepthcontr,clearingsubmissionsdepthpassed,quotesdepthpassed,bankcontributionsdepthpassed,dailyupdatefrequency,maxdailymovement,_52wkhigh5y,_52wklow5y,contrstddevpassedrecovery,contrlqrangepassed,contrlqrangepassedrecovery,contr10thpctlpassed,contr10pctlpassedrecovery,contr90thpctlpassed,contr90thpctlpassedrecovery,contrmaxminrangepassed,contrmaxminrangepassedrecovery,tierbasis,isdabasis,ccybasis,docclausebasis,tierbasiscarriedforward,tierbasisdepthpassed,tierbasisstddevpassed,tierbasis10thpctlpassed,tierbasis90thpctlpassed,isdabasiscarriedforward,isdabasisdepthpassed,isdabasisstddevpassed,isdabasis10thpctlpassed,isdabasis90thpctlpassed,ccybasiscarriedforward,ccybasisdepthpassed,ccybasisstddevpassed,ccybasis10thpctlpassed,ccybasis90thpctlpassed,docclausebasiscarriedforward,docclausebasisdepthpassed,docclausebasisstddevpassed,docclausebasis10thpctlpassed,docclausebasis90thpctlpassed,tenorbasisdepthpassed,tenorbasisstddevpassed,tenorbasis10thpctlpassed,tenorbasis90thpctlpassed,idxmember,dealersclearingcountcruve,dealersclearingcountcurve1wma,dealersclearingcountcurve1mma,dealersclearingcountcurve2mma,dealersquotescountcurve,dealersquotescountcurve1wma,dealersquotescountcurve1mma,dealersquotescountcurve2mma,quotescountcurve,quotescountcurve1wma,quotescountcurve1mma,quotescountcurve2mma,dealersquotescounttenor,dealersquotescounttenor1wma,dealersquotescounttenor1mma,dealersquotescounttenor2mma,quotescounttenor,quotescounttenor1wma,quotescounttenor1mma,quotescounttenor2mma,dealersborcountcurve,dealersborcountcurve1wma,dealersborcountcurve1mma,dealersborcountcurve2mma,upfrontbaspreadaverage,upfrontbaspreadaverage1wma,upfrontbaspreadaverage1mma,upfrontbaspreadaverage2mma,upfrontbaspreadhigh,upfrontbaspreadhigh1wma,upfrontbaspreadhigh1mma,upfrontbaspreadhigh2mma,convbaspreadaverage,convbaspreadaverage1wma,convbaspreadaverage1mma,convbaspreadaverage2mma,convbaspreadhigh,convbaspreadhigh1wma,convbaspreadhigh1mma,convbaspreadhigh2mma,bidasktype5y,baspreaddepthpassed,upfrontbaspreadstddevpassed,upfrontbaspread10thpctlpassed,upfrontbaspread90thpctlpassed,convbaspreadstddevpassed,convbaspread10thpctlpassed,convbaspread90thpctlpassed,estimatednotional,curveliquidityscore,curveliquidityscore1wma,curveliquidityscore1mma,curveliquidityscore2mma,sec4lastupdate,wklygnsec4,wklygnsec41mma,wklygnsec42mma,wklycontrctsec4,wklycontrctsec41mma,wklycontrctsec42mma,gnxtrd,gnxtrd1mma,gnxtrd2mma,tbl6lastupdate,wklygrossnotional,wklygrossnotional1m,wklygrossnotional1y,wklynetnotional,wklynetnotional1m,wklynetnotional1y,wklycontr,wklycontr1m,wklycontr1y,creditdv01,riskypv01,irdv01,rec01,dp,jtd,dtz,stock_price,financial_debt_ratio,implied_vol,par_spread_error,delta,gamma
2023-05-05,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03925712,0.0404862,0.12293502,0.4,0.4,0.0,4.0,16.0,4.0,5.0,5.0,5.0,BBB,BBB,,Y,N,7.0,3.0,6.0,3.0,1.0,,44.0,0.00016409,,,0.0,1.01503662,1.0,0.0398706,,0.04095285,0.4,0.0014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,254.0,360.0,348.0,338.0,6.0,5.0,6.0,6.0,96.0,164.0,165.0,162.0,15.0,15.0,15.0,15.0,0.0066480964,0.00698521894,0.007281963577273,0.007636018493182,0.0084209741,0.00963756234,0.009228551195455,0.010002408684091,0.001875,0.001975,0.002097348486364,0.002201060606818,0.002375,0.002725,0.002656818181818,0.002885681818182,Observed,4.0,,,,0.00025,0.00165,0.002,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3699.04,4.2,-302.31,25335.45,0.30417598,4771541.03,8771541.03,14.15,21.27951557262224,0.8400026214422868,3.0059025601936185e-08,,
2023-05-08,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.0394074,0.04063255,0.1229378,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,A,BBB,,Y,N,7.0,3.0,6.0,4.0,1.0,,93.0,0.00042637,,,0.0,1.00489843,1.0,0.04019865,,0.04116069,0.4,0.00147115,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,533.0,390.0,368.0,327.0,7.0,5.0,6.0,6.0,274.0,177.0,177.0,155.0,15.0,15.0,15.0,15.0,0.0070556268,0.0069836071,0.007206874628571,0.007640780407143,0.0100543881,0.0096705858,0.009259936938095,0.010000996709524,0.002,0.001975,0.002075793652381,0.00219920635,0.00285,0.002735,0.002665476190476,0.002880952380952,Observed,5.0,,,,0.0003535534,0.0017,0.0023,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3680.17,4.18,-301.2,25297.01,0.30478421,4771169.68,8771169.68,14.51,21.27951557262224,0.8489520113858797,8.355525993319901e-11,,
2023-05-09,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03949473,0.04071412,0.12295383,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,AA,A,,Y,N,7.0,2.0,7.0,4.0,1.0,,97.0,0.00021651,,,0.0,1.00987654,1.0,0.04048522,,0.04094762,0.4,0.000504,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,380.0,403.0,368.0,331.0,6.0,6.0,6.0,6.0,209.0,185.0,179.0,157.0,15.0,15.0,15.0,15.0,0.0074763787,0.00707010872,0.007219124813636,0.007636569383333,0.0101152101,0.00972132212,0.009298812990909,0.009749801754762,0.002125,0.002,0.002078030304545,0.002196230159524,0.002875,0.00275,0.002675,0.002804761904762,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3669.02,4.17,-300.61,25270.96,0.30521747,4771009.85,8771009.85,14.74,21.27951557262224,0.85456640505787,1.1729743565336292e-10,,
2023-05-10,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03946901,0.04068288,0.12279088,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,A,A,,Y,N,7.0,2.0,7.0,4.0,1.0,,65.0,0.00019725,,,0.0,1.0085781,1.0,0.04025441,,0.04099384,0.4,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,356.0,378.0,369.0,331.0,5.0,6.0,6.0,6.0,172.0,188.0,178.0,158.0,15.0,15.0,15.0,15.0,0.0076222967,0.00717706202,0.007225492927273,0.007636237460465,0.0102022602,0.00974180386,0.0093701273,0.009760324044186,0.0021666667,0.00203333334,0.002078030304545,0.002195542637209,0.0029,0.00276,0.002693181818182,0.002806976744186,Observed,3.0,,,,0.0002886751,0.002,0.0024,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3667.08,4.16,-299.88,25238.3,0.30488428,4772982.85,8772982.85,14.32,21.27951557262224,0.8441550251569748,6.170013111539419e-11,,
2023-05-11,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.039649,0.04087586,0.12380582,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,AA,A,,Y,N,7.0,2.0,7.0,4.0,1.0,,54.0,0.00020479,,,0.0,1.00868929,1.0,0.04054804,,0.04122923,0.4,0.0009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,300.0,365.0,367.0,331.0,6.0,6.0,6.0,6.0,150.0,180.0,176.0,158.0,15.0,15.0,15.0,15.0,0.0074832597,0.00725713166,0.007233218513636,0.007632760693182,0.0101245197,0.00978347044,0.009439245340909,0.009768601218182,0.002125,0.00205833334,0.002078030304545,0.002193939395455,0.002875,0.002775,0.002710227272727,0.002808522727273,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3671.57,4.17,-302.92,25388.71,0.30569052,4762840.34,8762840.34,14.04,21.27951557262224,0.8378271091224431,9.736640087243398e-08,,
2023-05-12,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03989156,0.04114478,0.12474076,0.4,0.4,0.0,4.0,16.0,4.0,5.0,5.0,5.0,A,BBB,,Y,N,7.0,2.0,7.0,3.0,1.0,,52.0,0.00030303,,,0.0,1.00466289,1.0,0.04096025,,0.04143077,0.4,0.00065678,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,219.0,358.0,361.0,330.0,5.0,6.0,6.0,6.0,129.0,187.0,176.0,158.0,15.0,15.0,15.0,15.0,0.0076127344,0.00745005926,0.007267115645455,0.007652780790909,0.0101894614,0.0101371679,0.009531739081818,0.009785982597727,0.0021666667,0.00211666668,0.002085606063636,0.002197727275,0.0029,0.00288,0.002734090909091,0.002810795454545,Observed,3.0,,,,0.0002886751,0.002,0.0024,5000000.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3665.36,4.17,-305.1,25512.27,0.30725486,4753496.6,8753496.6,14.06,21.27951557262224,0.8389824403400374,7.306539384632771e-08,,
2023-05-15,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03997061,0.04122586,0.12460264,0.4,0.4,0.0,4.0,16.0,4.0,5.0,5.0,5.0,A,BBB,,Y,N,7.0,2.0,7.0,3.0,1.0,,79.0,0.00013678,,,0.0,1.00468205,1.0,0.04103704,,0.04147399,0.4,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,357.0,322.0,358.0,339.0,6.0,6.0,6.0,6.0,186.0,169.0,175.0,163.0,15.0,15.0,15.0,15.0,0.0074385593,0.00752664576,0.007312509342857,0.007715002561905,0.0087512898,0.00987654824,0.009612411233333,0.009777633878571,0.002125,0.00214166668,0.00209563492381,0.00221011905,0.0025,0.00281,0.002753571428571,0.002800595238095,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3652.58,4.16,-303.93,25473.42,0.30748312,4754526.98,8754526.98,14.39,21.27951557262224,0.8471543993795116,7.23527765478238e-11,,
2023-05-16,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04165931,0.04302481,0.13078036,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,A,BBB,,Y,N,7.0,2.0,7.0,4.0,1.0,,76.0,0.0021522,,,0.0,1.00347245,1.0,0.04206134,,0.04374,0.4,0.00269776,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,455.0,337.0,363.0,346.0,6.0,6.0,6.0,6.0,227.0,173.0,178.0,167.0,15.0,15.0,15.0,15.0,0.007326167,0.00749660342,0.007313130145455,0.007690216742857,0.0099119794,0.0098359021,0.009626027968182,0.009742692814286,0.002125,0.00214166668,0.0020969697,0.002201190478571,0.002875,0.00281,0.002759090909091,0.002788095238095,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3602.42,4.13,-318.11,26217.05,0.31832121,4692780.17,8692780.17,14.16,21.27951557262224,0.8457247449717646,5.857994644919984e-11,,
2023-05-17,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04146872,0.04281952,0.12989895,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,AA,A,,N,Y,6.0,2.0,8.0,3.0,,2.0,80.0,0.00053746,,,0.0,1.00982681,1.0,0.0425452,,0.04316947,0.4,0.00076129,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,393.0,345.0,366.0,347.0,6.0,6.0,6.0,6.0,203.0,179.0,179.0,167.0,15.0,15.0,15.0,15.0,0.0073298533,0.00743811474,0.007334403790909,0.007681836197674,0.0099169666,0.00977884338,0.009702515431818,0.009746745693023,0.002125,0.00213333334,0.002102651518182,0.002199418606977,0.002875,0.002805,0.002780681818182,0.00279011627907,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3602.4,4.12,-315.47,26092.15,0.31702782,4701956.24,8701956.24,14.51,21.27951557262224,0.8538328414728216,9.95712956530781e-11,,
2023-05-18,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04145772,0.04278389,0.12951544,0.4,0.4,0.0,4.0,16.0,4.0,4.0,5.0,5.0,BBB,BBB,,Y,N,7.0,2.0,7.0,3.0,1.0,,66.0,0.00040132,,,0.0,1.0080625,1.0,0.0423348,,0.04327238,0.4,0.00133373,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,269.0,339.0,358.0,345.0,5.0,6.0,6.0,6.0,164.0,182.0,178.0,167.0,15.0,15.0,15.0,15.0,0.0068880511,0.00731907302,0.007334664427273,0.007663795627273,0.0082657028,0.00940708,0.0097067387,0.009713085627273,0.002,0.00210833334,0.002102651518182,0.002194886365909,0.0024,0.00271,0.002781818181818,0.00278125,Observed,3.0,,,,0.0,0.002,0.002,5000000.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3593.99,4.11,-313.94,26009.52,0.31664582,4705789.32,8705789.32,14.57,21.27951557262224,0.8550374913090737,1.0779513393011086e-10,,
2023-05-19,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04111169,0.04240291,0.12778658,0.4,0.4,0.0,4.0,16.0,4.0,4.0,5.0,5.0,A,A,,Y,N,7.0,2.0,7.0,3.0,1.0,,46.0,0.00033595,,,0.0,1.00433266,1.0,0.04212244,,0.04261126,0.4,0.00069236,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,250.0,345.0,353.0,345.0,6.0,6.0,6.0,6.0,116.0,179.0,176.0,167.0,15.0,15.0,15.0,15.0,0.0073194754,0.00726042122,0.007353892495455,0.007630266475,0.0099029253,0.00934977278,0.0097806993,0.009664310781818,0.002125,0.0021,0.002108333336364,0.002186363638636,0.002875,0.002705,0.002803409090909,0.00276875,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3591.89,4.1,-309.01,25763.51,0.3143407,4723067.65,8723067.65,14.61,21.27951557262224,0.8547992409193909,1.0949327555742627e-10,,
2023-05-22,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04091375,0.0422048,0.12678665,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,A,A,,Y,N,6.0,3.0,7.0,4.0,1.0,,83.0,0.00021436,,,0.0,1.007109,1.0,0.04175289,,0.04250613,0.4,0.00105539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,245.0,322.0,355.0,348.0,6.0,6.0,6.0,6.0,166.0,175.0,178.0,170.0,15.0,15.0,15.0,15.0,0.0073152722,0.0072357638,0.0073793421,0.007516538509524,0.0098972381,0.00957896244,0.00986122457619,0.009603860719048,0.002125,0.0021,0.002113492066667,0.002156547621429,0.002875,0.00278,0.00282380952381,0.002754761904762,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3591.74,4.1,-306.16,25642.62,0.31292324,4732699.57,8732699.57,14.63,21.27951557262224,0.8545843739899449,1.0997924793088032e-10,,
2023-05-23,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04035563,0.04160808,0.12461234,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,AA,A,,Y,N,7.0,2.0,7.0,4.0,1.0,,87.0,0.00063169,,,0.0,1.01941748,1.0,0.0410649,,0.04216948,0.4,0.00130763,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,286.0,289.0,352.0,351.0,6.0,6.0,6.0,6.0,198.0,169.0,179.0,173.0,15.0,15.0,15.0,15.0,0.0073447857,0.00723948754,0.007377771354545,0.007461050580952,0.0099371684,0.00958400024,0.009864676568182,0.009589152933333,0.002125,0.0021,0.002114015154545,0.002141666669048,0.002875,0.00278,0.002826136363636,0.002751785714286,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3604.23,4.1,-300.84,25368.93,0.30914838,4754433.59,8754433.59,14.84,21.27951557262224,0.8581408134800692,1.403398369737019e-10,,
2023-05-24,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04002904,0.0412397,0.12333012,0.4,0.4,0.0,4.0,16.0,4.0,4.0,5.0,5.0,BBB,BBB,,Y,N,7.0,1.0,8.0,3.0,1.0,,54.0,0.00049674,,,0.0,1.01341447,1.0,0.04068868,,0.04170012,0.4,0.00131887,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,143.0,239.0,340.0,346.0,5.0,6.0,6.0,6.0,113.0,151.0,176.0,172.0,15.0,15.0,15.0,15.0,0.0075112766,0.0072757722,0.007378572236364,0.007462218627907,0.0100536605,0.00961133902,0.009857172613636,0.009599955434884,0.0021666667,0.00210833334,0.002112500004545,0.002142248065116,0.0029,0.002785,0.002821590909091,0.00275523255814,Observed,3.0,,,,0.0002886751,0.002,0.0024,5000000.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3610.46,4.1,-297.51,25188.17,0.30658041,4767599.61,8767599.61,14.36,21.27951557262224,0.8455236929933022,6.674515107274459e-11,,
2023-05-25,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04056973,0.04182907,0.12515015,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,A,A,,Y,N,7.0,2.0,7.0,4.0,1.0,,50.0,0.00067975,,,0.0,1.00241511,1.0,0.04156336,,0.04221199,0.4,0.00101394,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,192.0,223.0,324.0,342.0,5.0,6.0,6.0,6.0,110.0,141.0,171.0,170.0,15.0,15.0,15.0,15.0,0.0068891679,0.00727599556,0.007320566163636,0.007449194747727,0.0082670426,0.00961160698,0.009764121545455,0.009569661961364,0.002,0.00210833334,0.00209545455,0.002139015154545,0.0024,0.002785,0.002794318181818,0.002747159090909,Observed,3.0,,,,0.0,0.002,0.002,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3590.73,4.09,-301.33,25407.79,0.31023465,4749415.53,8749415.53,13.62,21.27951557262224,0.8279404635446953,3.3189603013128455e-07,,
2023-05-26,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.04029767,0.04153664,0.12368869,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,AA,A,,Y,Y,6.0,2.0,8.0,3.0,1.0,1.0,36.0,0.00024259,,,0.0,1.00168675,1.0,0.04146214,,0.04163378,0.4,0.0002394,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,5.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,142.0,202.0,315.0,335.0,5.0,5.0,6.0,6.0,57.0,129.0,165.0,166.0,15.0,15.0,15.0,15.0,0.0074557628,0.00730325304,0.007295951036364,0.007408459545455,0.009979356,0.00962689312,0.009743575527273,0.009556253284091,0.0021666667,0.00211666668,0.002089393945455,0.002128598488636,0.0029,0.00279,0.002789772727273,0.002744886363636,Observed,3.0,,,,0.0002886751,0.002,0.0024,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3585.89,4.08,-297.02,25196.71,0.30855945,4764022.53,8764022.53,14.2,21.27951557262224,0.8417818216554869,5.17957204904107e-11,,
2023-05-30,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03969815,0.04088156,0.12114288,0.4,0.4,0.0,6.0,16.0,6.0,5.0,5.0,5.0,A,A,,Y,N,7.0,2.0,7.0,5.0,1.0,,35.0,0.00084966,,,0.0,1.01599944,1.0,0.04047653,,0.0414972,0.4,0.00129134,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,233.0,178.0,312.0,336.0,6.0,5.0,6.0,6.0,158.0,110.0,164.0,166.0,15.0,15.0,15.0,15.0,0.0073361312,0.00732785266,0.007262628104545,0.007343261854762,0.0086307845,0.00937967396,0.009652513245455,0.009475354114286,0.002125,0.00212500002,0.002083333340909,0.002112500004762,0.0025,0.00272,0.002768181818182,0.002725,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3594.56,4.08,-290.46,24860.27,0.30388046,4789114.94,8789114.94,14.22,21.27951557262224,0.8405173046161037,2.5370654188616726e-10,,
2023-05-31,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03965121,0.04083097,0.12132504,0.4,0.4,0.0,6.0,16.0,6.0,5.0,5.0,5.0,AA,A,,Y,N,7.0,2.0,7.0,5.0,1.0,,70.0,0.00037841,,,0.0,1.00463142,1.0,0.04059517,,0.04110032,0.4,0.00076029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,296.0,216.0,308.0,335.0,6.0,6.0,6.0,6.0,150.0,119.0,161.0,165.0,15.0,15.0,15.0,15.0,0.0073596685,0.00729753104,0.007276081854545,0.007343643404651,0.0086584756,0.00910063698,0.009596568009091,0.009456356939535,0.002125,0.00211666668,0.002089015159091,0.002112790702326,0.0025,0.00264,0.002754545454545,0.00271976744186,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3604.84,4.09,-291.3,24900.34,0.30313405,4787651.32,8787651.32,14.05,21.27951557262224,0.8363647632620459,1.1780080433343443e-07,,
2023-06-01,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.03918575,0.04033271,0.11969574,0.4,0.4,0.0,6.0,16.0,6.0,5.0,5.0,5.0,AA,A,,Y,N,6.0,3.0,7.0,4.0,2.0,,58.0,0.00069656,,,0.0,1.01870265,1.0,0.03975744,,0.04083062,0.4,0.00121124,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,195.0,217.0,302.0,332.0,6.0,6.0,6.0,6.0,128.0,123.0,160.0,165.0,15.0,15.0,15.0,15.0,0.0073955626,0.00739880998,0.007292067854545,0.007344823386364,0.0087007042,0.0091873693,0.009543803268182,0.009439183013636,0.002125,0.00214166668,0.002094696977273,0.002113068186364,0.0025,0.00266,0.002740909090909,0.002714772727273,Observed,4.0,,,,0.00025,0.002,0.00235,5000000.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3620.53,4.1,-287.71,24704.27,0.29980193,4803924.33,8803924.33,14.1,21.27951557262224,0.836503732144295,1.0209106887648645e-07,,
2023-06-02,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.0386962,0.0398092,0.1179742,0.4,0.4,0.0,5.0,16.0,5.0,5.0,5.0,5.0,AA,A,,Y,N,7.0,2.0,7.0,4.0,1.0,,36.0,0.00052701,,,0.0,1.01344025,1.0,0.03935,,0.04031236,0.4,0.00125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,94.0,205.0,284.0,319.0,5.0,6.0,6.0,6.0,61.0,124.0,155.0,160.0,15.0,15.0,15.0,15.0,0.0075792724,0.0074235119,0.007314419772727,0.007346231506818,0.0101446704,0.00922043218,0.009545840490909,0.009438593727273,0.0021666667,0.00214166668,0.002102272736364,0.002114015156818,0.0029,0.00266,0.002743181818182,0.002715340909091,Observed,3.0,,,,0.0002886751,0.002,0.0024,5000000.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3637.1,4.11,-283.86,24495.94,0.2962959,4821127.63,8821127.63,14.65,21.27951557262224,0.8489138242034224,9.11394570923818e-11,,
